user_id,item_id,item_name,rating,review
0,131,Tai nghe Mà,1,Sẽ không bao giờ mua lại.
0,52,Đồng hồ Chưa,4,"Chất lượng tuyệt vời, nên mua."
0,168,Tai nghe Từng,4,"Sản phẩm rất tốt, đáng tiền."
0,220,Sách Từ,3,Mọi thứ đều ở mức chấp nhận được.
0,74,Laptop Vậy,4,"Thiết kế đẹp, hoạt động tốt."
0,67,Laptop Một,3,Mọi thứ đều ở mức chấp nhận được.
0,449,Đồng hồ Được,5,Chắc chắn sẽ giới thiệu cho bạn bè.
0,262,Laptop Hơn,5,Chắc chắn sẽ giới thiệu cho bạn bè.
0,431,Mỹ phẩm Là,4,"Thiết kế đẹp, hoạt động tốt."
0,142,Sách Đi,3,Chất lượng trung bình.
0,294,Đồng hồ Chưa,4,"Thiết kế đẹp, hoạt động tốt."
0,201,Tai nghe Sẽ,5,Chắc chắn sẽ giới thiệu cho bạn bè.
0,317,Mỹ phẩm Như,3,Sản phẩm ổn trong tầm giá.
0,5,Mỹ phẩm Vậy,3,Sản phẩm ổn trong tầm giá.
0,301,Sách Tự,4,Hoàn toàn hài lòng.
0,456,Giày dép Hơn,2,"Chất lượng tạm được, nhưng không tốt lắm."
0,250,Mỹ phẩm Của,5,"Không thể tin được, sản phẩm quá xuất sắc!"
0,90,Sách Và,4,"Sản phẩm rất tốt, đáng tiền."
0,441,Tai nghe Vì,2,Thiết kế không đẹp.
0,286,Sách Đang,5,"Trên cả tuyệt vời, 10 điểm!"
0,199,Đồng hồ Như,5,"Không thể tin được, sản phẩm quá xuất sắc!"
0,87,Laptop Cho,5,Trải nghiệm mua sắm tốt nhất từ trước đến nay!
0,484,Giày dép Nhưng,4,"Sản phẩm rất tốt, đáng tiền."
0,393,Điện thoại Hơn,2,"Dùng bình thường, không có gì đặc sắc."
0,412,Quần áo Như,5,"Không thể tin được, sản phẩm quá xuất sắc!"
0,2,Đồng hồ Có,4,"Thiết kế đẹp, hoạt động tốt."
0,1,Quần áo Để,4,"Chất lượng tuyệt vời, nên mua."
0,394,Điện thoại Đi,5,"Không thể tin được, sản phẩm quá xuất sắc!"
0,12,Laptop Nơi,1,"Sản phẩm quá tệ, không như quảng cáo."
0,154,Laptop Cái,4,"Sản phẩm rất tốt, đáng tiền."
0,22,Mỹ phẩm Chưa,3,"Dùng được, không phàn nàn gì."
0,492,Laptop Đi,4,Hoàn toàn hài lòng.
0,231,Sách Có,4,"Thiết kế đẹp, hoạt động tốt."
0,414,Mỹ phẩm Không,5,"Trên cả tuyệt vời, 10 điểm!"
0,424,Laptop Giữa,4,"Sản phẩm rất tốt, đáng tiền."
0,471,Tai nghe Hoặc,4,"Thiết kế đẹp, hoạt động tốt."
0,263,Sách Chỉ,5,"Trên cả tuyệt vời, 10 điểm!"
0,192,Mỹ phẩm Không,5,Trải nghiệm mua sắm tốt nhất từ trước đến nay!
0,35,Mỹ phẩm Từng,3,Mọi thứ đều ở mức chấp nhận được.
0,169,Đồng hồ Lớn,3,"Dùng được, không phàn nàn gì."
0,453,Giày dép Tự,5,"Trên cả tuyệt vời, 10 điểm!"
0,473,Đồng hồ Để,5,Trải nghiệm mua sắm tốt nhất từ trước đến nay!
0,283,Điện thoại Đó,5,Chắc chắn sẽ giới thiệu cho bạn bè.
0,104,Đồng hồ Cho,4,Hoàn toàn hài lòng.
0,252,Quần áo Vì,2,"Chất lượng tạm được, nhưng không tốt lắm."
0,56,Laptop Như,5,"Trên cả tuyệt vời, 10 điểm!"
0,397,Laptop Tự,2,"Hơi thất vọng, có nhiều điểm trừ."
0,425,Tai nghe Đúng,2,"Dùng bình thường, không có gì đặc sắc."
0,206,Đồng hồ Từ,5,Chắc chắn sẽ giới thiệu cho bạn bè.
0,274,Mỹ phẩm Cũng,5,Trải nghiệm mua sắm tốt nhất từ trước đến nay!
1,421,Mỹ phẩm Cũng,4,"Sản phẩm rất tốt, đáng tiền."
1,395,Sách Và,3,Chất lượng trung bình.
1,10,Sách Với,5,Chắc chắn sẽ giới thiệu cho bạn bè.
1,201,Tai nghe Sẽ,4,"Thiết kế đẹp, hoạt động tốt."
1,38,Giày dép Nhiều,3,Chất lượng trung bình.
1,194,Đồng hồ Cách,4,Hoàn toàn hài lòng.
1,258,Laptop Cho,5,"Không thể tin được, sản phẩm quá xuất sắc!"
1,399,Quần áo Đúng,4,Hoàn toàn hài lòng.
1,16,Đồng hồ Tại,1,Sẽ không bao giờ mua lại.
1,374,Mỹ phẩm Đã,5,Chắc chắn sẽ giới thiệu cho bạn bè.
1,187,Sách Nào,4,Hoàn toàn hài lòng.
1,347,Đồng hồ Cái,4,"Chất lượng tuyệt vời, nên mua."
1,183,Quần áo Trong,2,Thiết kế không đẹp.
1,256,Tai nghe Từ,5,Trải nghiệm mua sắm tốt nhất từ trước đến nay!
1,17,Quần áo Điều,4,"Sản phẩm rất tốt, đáng tiền."
1,160,Giày dép Nơi,4,Hoàn toàn hài lòng.
1,159,Giày dép Từ,4,"Thiết kế đẹp, hoạt động tốt."
1,52,Đồng hồ Chưa,2,Thiết kế không đẹp.
1,94,Đồng hồ Với,4,"Sản phẩm rất tốt, đáng tiền."
1,278,Quần áo Vì,4,"Sản phẩm rất tốt, đáng tiền."
1,474,Điện thoại Khiến,2,"Hơi thất vọng, có nhiều điểm trừ."
1,318,Tai nghe Để,4,"Sản phẩm rất tốt, đáng tiền."
1,321,Tai nghe Được,4,Hoàn toàn hài lòng.
1,127,Mỹ phẩm Có,4,"Thiết kế đẹp, hoạt động tốt."
1,364,Tai nghe Giữa,5,"Trên cả tuyệt vời, 10 điểm!"
1,240,Laptop Sau,4,Hoàn toàn hài lòng.
1,56,Laptop Như,3,Chất lượng trung bình.
1,428,Giày dép Để,4,"Thiết kế đẹp, hoạt động tốt."
1,82,Giày dép Của,2,"Hơi thất vọng, có nhiều điểm trừ."
1,109,Quần áo Cách,5,"Không thể tin được, sản phẩm quá xuất sắc!"
1,5,Mỹ phẩm Vậy,2,"Hơi thất vọng, có nhiều điểm trừ."
1,232,Mỹ phẩm Về,5,"Không thể tin được, sản phẩm quá xuất sắc!"
1,76,Laptop Chưa,3,"Dùng được, không phàn nàn gì."
1,149,Đồng hồ Không,2,"Hơi thất vọng, có nhiều điểm trừ."
1,176,Tai nghe Mỗi,5,"Không thể tin được, sản phẩm quá xuất sắc!"
1,141,Đồng hồ Với,1,Sẽ không bao giờ mua lại.
1,25,Quần áo Tại,4,Hoàn toàn hài lòng.
1,227,Laptop Chưa,4,"Thiết kế đẹp, hoạt động tốt."
1,214,Laptop Hơn,4,"Chất lượng tuyệt vời, nên mua."
1,441,Tai nghe Vì,5,"Không thể tin được, sản phẩm quá xuất sắc!"
1,206,Đồng hồ Từ,5,Trải nghiệm mua sắm tốt nhất từ trước đến nay!
1,179,Laptop Với,4,"Sản phẩm rất tốt, đáng tiền."
1,361,Sách Tôi,3,Chất lượng trung bình.
1,462,Quần áo Để,5,"Không thể tin được, sản phẩm quá xuất sắc!"
1,412,Quần áo Như,4,"Chất lượng tuyệt vời, nên mua."
1,426,Quần áo Vậy,4,"Chất lượng tuyệt vời, nên mua."
1,208,Sách Bạn,5,Trải nghiệm mua sắm tốt nhất từ trước đến nay!
1,454,Mỹ phẩm Giống,4,"Sản phẩm rất tốt, đáng tiền."
1,461,Tai nghe Của,2,"Hơi thất vọng, có nhiều điểm trừ."
1,226,Quần áo Từng,5,Chắc chắn sẽ giới thiệu cho bạn bè.
2,179,Laptop Với,4,"Chất lượng tuyệt vời, nên mua."
2,316,Sách Nếu,5,"Không thể tin được, sản phẩm quá xuất sắc!"
2,239,Sách Chỉ,3,Sản phẩm ổn trong tầm giá.
2,233,Mỹ phẩm Như,4,"Chất lượng tuyệt vời, nên mua."
2,277,Laptop Trong,4,"Chất lượng tuyệt vời, nên mua."
2,159,Giày dép Từ,3,Chất lượng trung bình.
2,224,Điện thoại Từ,4,Hoàn toàn hài lòng.
2,199,Đồng hồ Như,3,"Dùng được, không phàn nàn gì."
2,197,Sách Như,5,Chắc chắn sẽ giới thiệu cho bạn bè.
2,230,Giày dép Điều,3,Chất lượng trung bình.
2,73,Tai nghe Cũng,4,"Chất lượng tuyệt vời, nên mua."
2,205,Đồng hồ Của,3,Chất lượng trung bình.
2,227,Laptop Chưa,2,"Chất lượng tạm được, nhưng không tốt lắm."
2,366,Laptop Cách,4,"Sản phẩm rất tốt, đáng tiền."
2,385,Mỹ phẩm Nhưng,4,"Sản phẩm rất tốt, đáng tiền."
2,11,Giày dép Gần,4,"Thiết kế đẹp, hoạt động tốt."
2,416,Mỹ phẩm Giữa,4,"Sản phẩm rất tốt, đáng tiền."
2,229,Đồng hồ Hoặc,4,"Chất lượng tuyệt vời, nên mua."
2,311,Laptop Được,5,"Trên cả tuyệt vời, 10 điểm!"
2,475,Quần áo Vậy,4,"Thiết kế đẹp, hoạt động tốt."
2,265,Điện thoại Sau,1,Sẽ không bao giờ mua lại.
2,47,Điện thoại Khi,5,Trải nghiệm mua sắm tốt nhất từ trước đến nay!
2,93,Laptop Lớn,2,"Chất lượng tạm được, nhưng không tốt lắm."
2,55,Mỹ phẩm Và,4,Hoàn toàn hài lòng.
2,456,Giày dép Hơn,4,Hoàn toàn hài lòng.
2,111,Điện thoại Hoặc,5,"Không thể tin được, sản phẩm quá xuất sắc!"
2,34,Sách Bạn,3,"Dùng được, không phàn nàn gì."
2,175,Mỹ phẩm Đúng,3,"Dùng được, không phàn nàn gì."
2,97,Tai nghe Từ,4,"Thiết kế đẹp, hoạt động tốt."
2,138,Đồng hồ Cho,4,"Sản phẩm rất tốt, đáng tiền."
2,443,Quần áo Trong,4,"Sản phẩm rất tốt, đáng tiền."
2,449,Đồng hồ Được,5,Chắc chắn sẽ giới thiệu cho bạn bè.
2,307,Điện thoại Thay,5,"Trên cả tuyệt vời, 10 điểm!"
2,286,Sách Đang,5,"Trên cả tuyệt vời, 10 điểm!"
2,12,Laptop Nơi,3,"Dùng được, không phàn nàn gì."
2,87,Laptop Cho,4,Hoàn toàn hài lòng.
2,351,Quần áo Như,4,Hoàn toàn hài lòng.
2,201,Tai nghe Sẽ,4,"Chất lượng tuyệt vời, nên mua."
2,207,Quần áo Đó,2,"Chất lượng tạm được, nhưng không tốt lắm."
2,324,Giày dép Mà,5,"Trên cả tuyệt vời, 10 điểm!"
2,44,Sách Đi,3,"Dùng được, không phàn nàn gì."
2,187,Sách Nào,4,Hoàn toàn hài lòng.
2,420,Giày dép Nào,5,"Trên cả tuyệt vời, 10 điểm!"
2,367,Giày dép Hơn,4,"Thiết kế đẹp, hoạt động tốt."
2,85,Đồng hồ Giống,2,"Hơi thất vọng, có nhiều điểm trừ."
2,460,Laptop Vẫn,3,Mọi thứ đều ở mức chấp nhận được.
2,50,Giày dép Với,1,"Rất thất vọng, chất lượng kém."
2,81,Sách Như,1,Sẽ không bao giờ mua lại.
2,290,Quần áo Để,3,Sản phẩm ổn trong tầm giá.
2,162,Mỹ phẩm Đúng,4,"Sản phẩm rất tốt, đáng tiền."
3,68,Sách Từ,4,"Sản phẩm rất tốt, đáng tiền."
3,269,Điện thoại Để,4,Hoàn toàn hài lòng.
3,225,Điện thoại Vậy,5,"Không thể tin được, sản phẩm quá xuất sắc!"
3,54,Đồng hồ Hoặc,5,Chắc chắn sẽ giới thiệu cho bạn bè.
3,19,Giày dép Các,3,Chất lượng trung bình.
3,480,Tai nghe Cách,3,Sản phẩm ổn trong tầm giá.
3,185,Laptop Của,3,Chất lượng trung bình.
3,246,Điện thoại Như,5,"Trên cả tuyệt vời, 10 điểm!"
3,191,Quần áo Chỉ,3,Chất lượng trung bình.
3,329,Tai nghe Hơn,5,"Không thể tin được, sản phẩm quá xuất sắc!"
3,36,Quần áo Trong,4,Hoàn toàn hài lòng.
3,459,Sách Đã,5,"Không thể tin được, sản phẩm quá xuất sắc!"
3,315,Điện thoại Với,4,"Chất lượng tuyệt vời, nên mua."
3,295,Tai nghe Dưới,5,"Trên cả tuyệt vời, 10 điểm!"
3,4,Laptop Gần,4,"Thiết kế đẹp, hoạt động tốt."
3,287,Tai nghe Lớn,3,Chất lượng trung bình.
3,48,Giày dép Các,2,Thiết kế không đẹp.
3,89,Tai nghe Về,2,"Dùng bình thường, không có gì đặc sắc."
3,469,Mỹ phẩm Theo,5,Chắc chắn sẽ giới thiệu cho bạn bè.
3,376,Quần áo Được,4,Hoàn toàn hài lòng.
3,304,Mỹ phẩm Được,5,Trải nghiệm mua sắm tốt nhất từ trước đến nay!
3,368,Sách Giống,4,"Chất lượng tuyệt vời, nên mua."
3,77,Quần áo Số,5,Trải nghiệm mua sắm tốt nhất từ trước đến nay!
3,260,Sách Đó,5,Trải nghiệm mua sắm tốt nhất từ trước đến nay!
3,96,Sách Vì,5,"Không thể tin được, sản phẩm quá xuất sắc!"
3,347,Đồng hồ Cái,4,"Sản phẩm rất tốt, đáng tiền."
3,78,Laptop Cũng,5,Chắc chắn sẽ giới thiệu cho bạn bè.
3,395,Sách Và,3,Sản phẩm ổn trong tầm giá.
3,367,Giày dép Hơn,2,"Hơi thất vọng, có nhiều điểm trừ."
3,352,Quần áo Với,1,Sẽ không bao giờ mua lại.
3,170,Giày dép Rất,3,"Dùng được, không phàn nàn gì."
3,312,Tai nghe Có,2,"Hơi thất vọng, có nhiều điểm trừ."
3,222,Quần áo Mỗi,3,"Dùng được, không phàn nàn gì."
3,118,Laptop Để,2,"Dùng bình thường, không có gì đặc sắc."
3,470,Điện thoại Tôi,3,Sản phẩm ổn trong tầm giá.
3,442,Laptop Như,5,Chắc chắn sẽ giới thiệu cho bạn bè.
3,245,Đồng hồ Giống,4,Hoàn toàn hài lòng.
3,52,Đồng hồ Chưa,3,Mọi thứ đều ở mức chấp nhận được.
3,158,Laptop Như,5,Trải nghiệm mua sắm tốt nhất từ trước đến nay!
3,168,Tai nghe Từng,4,"Thiết kế đẹp, hoạt động tốt."
3,115,Tai nghe Lớn,5,"Không thể tin được, sản phẩm quá xuất sắc!"
3,266,Quần áo Chưa,2,"Hơi thất vọng, có nhiều điểm trừ."
3,163,Quần áo Nhiều,1,Không đáng tiền chút nào.
3,18,Laptop Như,1,"Sản phẩm quá tệ, không như quảng cáo."
3,40,Laptop Nếu,4,"Thiết kế đẹp, hoạt động tốt."
3,464,Laptop Khi,2,"Dùng bình thường, không có gì đặc sắc."
3,331,Tai nghe Tại,2,"Chất lượng tạm được, nhưng không tốt lắm."
3,235,Giày dép Khiến,4,"Chất lượng tuyệt vời, nên mua."
3,324,Giày dép Mà,3,Sản phẩm ổn trong tầm giá.
3,297,Đồng hồ Từ,5,Chắc chắn sẽ giới thiệu cho bạn bè.
4,243,Tai nghe Chưa,3,Sản phẩm ổn trong tầm giá.
4,498,Tai nghe Của,2,"Hơi thất vọng, có nhiều điểm trừ."
4,57,Tai nghe Khi,2,Thiết kế không đẹp.
4,422,Sách Tự,4,"Chất lượng tuyệt vời, nên mua."
4,209,Laptop Từ,5,Chắc chắn sẽ giới thiệu cho bạn bè.
4,404,Điện thoại Đúng,5,"Không thể tin được, sản phẩm quá xuất sắc!"
4,89,Tai nghe Về,4,Hoàn toàn hài lòng.
4,459,Sách Đã,5,Chắc chắn sẽ giới thiệu cho bạn bè.
4,139,Mỹ phẩm Có,5,Chắc chắn sẽ giới thiệu cho bạn bè.
4,363,Đồng hồ Đang,4,"Chất lượng tuyệt vời, nên mua."
